cardholder_id,card_id,cashback_amount,transaction_id,created_at,merchant_id,name,category
36ff8c02-0b99-4ff7-a055-5e565c2d0fa1,7ed69abc-0802-ef11-a574-b8cef6052491,5.0,304120114576064,2024-05-02 09:40:39,262,General Pants Co. Instore,Fashion & Retail
fee2f405-219d-4806-ab1b-09131d37c97b,b0ae2405-0a02-ef11-a574-b8cef6052491,5.0,384120314613430,2024-05-02 09:40:50,216,Menulog,Restaurants
70d3dbbf-bcb7-4784-91a3-bf3cef0a0404,76022ca7-3102-ef11-a574-b8cef6052491,5.0,464120078570390,2024-05-02 09:41:01,216,Menulog,Restaurants
2b331d6b-31b0-45ec-88a8-3cf81f174250,85c6d54d-2a02-ef11-a574-b8cef6052491,5.0,384120292167276,2024-05-02 09:42:04,216,Menulog,Restaurants
ff0a0416-04f5-422b-a11e-1f3547206185,a1540ede-0002-ef11-a574-b8cef6052491,24.3,304121393327663,2024-05-02 09:42:07,250,LSKD,Fashion & Retail
5bf32eba-f568-4cfe-b948-061b6423eb8f,a162bf70-1402-ef11-a574-b8cef6052491,5.0,464120408006791,2024-05-02 09:44:58,216,Menulog,Restaurants
bde843f6-a695-4445-ac80-1a053420b474,e90cddea-0102-ef11-a574-b8cef6052491,5.0,304120267599597,2024-05-02 09:45:13,216,Menulog,Restaurants
2c511ab6-a031-4492-aff0-05d32c424367,bc53723b-0402-ef11-a574-b8cef6052491,5.0,384120183720123,2024-05-02 09:46:49,216,Menulog,Restaurants
173b44ee-e0c0-458f-9606-dfdc10c35e94,f60e2426-3402-ef11-a574-b8cef6052491,5.0,384120253541395,2024-05-02 09:46:53,216,Menulog,Restaurants
a4d4fb3b-36ec-4f63-bf69-2a896cc6e7f2,5a5e15af-1e02-ef11-a574-b8cef6052491,5.0,384120750966514,2024-05-02 09:46:59,216,Menulog,Restaurants
31dd0e26-358a-45ed-8c64-2d0ca7f31fed,7c37471e-ef01-ef11-a574-b8cef6052491,5.0,584120050756896,2024-05-02 09:46:59,216,Menulog,Restaurants
ec1ccbfb-3b32-41be-8b0a-8daf7099d6b4,8ea45bc3-2f02-ef11-a574-b8cef6052491,5.0,384120394468010,2024-05-02 09:47:10,216,Menulog,Restaurants
e264b5bd-2f91-4049-b36f-4edbcf9d8d9d,228efdf5-2402-ef11-a574-b8cef6052491,5.0,464120276591975,2024-05-02 09:50:01,216,Menulog,Restaurants
6fa496d1-efc0-4aa9-818d-7377a251042e,f899d6b0-2702-ef11-a574-b8cef6052491,3.99,464121160482046,2024-05-02 09:50:06,255,Shoes & Sox,Fashion & Retail
0385d296-96a4-4431-a111-a0717beaae25,b0a367b1-f401-ef11-a574-b8cef6052491,5.0,464120295959384,2024-05-02 09:50:12,216,Menulog,Restaurants
f0867a1e-3e7a-42db-8950-a2083dd24c4d,ca8aab92-1902-ef11-a574-b8cef6052491,5.0,464120061858183,2024-05-02 09:50:28,216,Menulog,Restaurants
bdded7c7-99e7-4feb-9250-2996ad0d83bc,e1d5c508-1f02-ef11-a574-b8cef6052491,5.0,384120306629776,2024-05-02 09:52:22,216,Menulog,Restaurants
b00aedd3-2252-40d0-90f8-7c5e992e7ab6,29fb1351-f301-ef11-a574-b8cef6052491,5.0,384120066233509,2024-05-02 09:58:46,216,Menulog,Restaurants
f63eedd1-88e7-4cd5-8975-d190453cb099,60495815-d501-ef11-a574-b8cef6052491,5.0,464120265521246,2024-05-02 09:59:56,216,Menulog,Restaurants
45bcaaf8-33e7-49d0-894a-fa38bcc911bd,01bb96cd-1802-ef11-a574-b8cef6052491,5.0,384120858741914,2024-05-02 10:00:05,216,Menulog,Restaurants
ecc7cc71-63f2-4527-bc38-598bfcab6f4f,07e49924-3202-ef11-a574-b8cef6052491,5.0,384120192751602,2024-05-02 10:05:25,216,Menulog,Restaurants
1f86ac8e-3d3c-4432-94b4-c0d22cb59075,7a84f097-2d02-ef11-a574-b8cef6052491,5.0,384120274267296,2024-05-02 10:05:27,216,Menulog,Restaurants
199a0217-a1cc-4c12-ade3-c16032257ab7,5fd5c731-2502-ef11-a574-b8cef6052491,5.0,464120348439414,2024-05-02 10:07:37,216,Menulog,Restaurants
cd83276e-a43f-4600-9f1d-e3f62d4b9721,24525a15-2e02-ef11-a574-b8cef6052491,2.17,384121064790865,2024-05-02 10:07:37,240,Automotive Superstore,Retailers
a670917d-e794-41dc-a3b7-2f23ee36f6fb,3f9ee2ba-0d02-ef11-a574-b8cef6052491,5.0,464120136896030,2024-05-02 10:07:42,216,Menulog,Restaurants
9db24dd8-1a69-46e9-9a83-a6fa4421ebf7,bf6fea8b-1802-ef11-a574-b8cef6052491,5.0,584121016581215,2024-05-02 10:07:54,216,Menulog,Restaurants
a3661029-eb4c-44eb-a33c-c05a82c333ab,668783e5-0702-ef11-a574-b8cef6052491,5.0,384120049407658,2024-05-02 10:18:59,216,Menulog,Restaurants
1398a909-4493-4717-b60f-d9a0fe973b39,614b8bed-2102-ef11-a574-b8cef6052491,5.0,384120320451650,2024-05-02 10:19:10,216,Menulog,Restaurants
b13655bb-d6eb-4d69-b7a1-e85d4a05b9cd,97c918b2-fd01-ef11-a574-b8cef6052491,5.0,384120402205220,2024-05-02 10:19:56,216,Menulog,Restaurants
e835cdf4-8e25-4966-a6dd-87a76afd7799,c2f82996-0c02-ef11-a574-b8cef6052491,5.0,464120317481559,2024-05-02 10:20:24,216,Menulog,Restaurants
d40d78d9-a5f8-40dd-aac1-5ba30b7c9191,878d15ac-cc70-ee11-a56a-b8cef6052491,5.0,464120276508104,2024-05-02 10:22:59,216,Menulog,Restaurants
15ad9c44-69a6-40a3-ac3e-9f2768a81bb9,e436ea72-3b02-ef11-a574-b8cef6052491,5.0,304120210925051,2024-05-02 10:23:39,216,Menulog,Restaurants
12ae66f8-e4ca-4346-a690-e8b26102f9b0,8d1eeda3-f201-ef11-a574-b8cef6052491,5.0,384120315159901,2024-05-02 10:23:39,216,Menulog,Restaurants
63edeb07-7b7b-43f9-9b33-b1ea71f8029b,4f8cb29e-fb01-ef11-a574-b8cef6052491,5.0,304120053319989,2024-05-02 10:23:52,216,Menulog,Restaurants
7eaa9062-2d82-4ce6-a818-052e51206c19,e9c294f1-fa01-ef11-a574-b8cef6052491,5.0,304120319027065,2024-05-02 10:24:06,216,Menulog,Restaurants
accc8cea-525a-4526-888f-160fd87df4a0,b0cf935b-2502-ef11-a574-b8cef6052491,5.0,584120042298542,2024-05-02 10:24:55,216,Menulog,Restaurants
f1b9e1a6-e6cb-4d29-92ab-aa25c5a0eb97,8bc294f1-fa01-ef11-a574-b8cef6052491,5.0,584120118603168,2024-05-02 10:24:56,216,Menulog,Restaurants
d7489057-86dc-4eab-884c-adaca9264beb,99d035f5-ff01-ef11-a574-b8cef6052491,5.0,304121020433524,2024-05-02 10:25:08,216,Menulog,Restaurants
c9c11777-2367-480e-ad50-822171b2bbb4,8c875b73-1e02-ef11-a574-b8cef6052491,5.0,304120074575417,2024-05-02 10:30:18,216,Menulog,Restaurants
da1eaf42-d1fa-4e65-abf9-0abb812b4ba3,7209fd9d-fa01-ef11-a574-b8cef6052491,5.0,304120049467252,2024-05-02 10:32:18,216,Menulog,Restaurants
a6a1b472-0328-4a56-a170-9ed8eeee7a48,2df372e7-2802-ef11-a574-b8cef6052491,5.0,384120295750472,2024-05-02 10:32:27,216,Menulog,Restaurants
9db24dd8-1a69-46e9-9a83-a6fa4421ebf7,bf6fea8b-1802-ef11-a574-b8cef6052491,5.0,384120113645596,2024-05-02 10:32:28,216,Menulog,Restaurants
31542b64-618e-485e-9ab2-08b9c3312d02,d763d7fb-2b02-ef11-a574-b8cef6052491,5.0,384120316013316,2024-05-02 10:32:41,216,Menulog,Restaurants
ea858516-9c0e-4beb-8b32-3ddd98ef05de,81b3d1c2-2002-ef11-a574-b8cef6052491,5.0,304120347207468,2024-05-02 10:32:46,216,Menulog,Restaurants
d5587ef2-a05c-44ce-93a3-7a94127700d8,5a714a0f-1902-ef11-a574-b8cef6052491,5.0,304120508607421,2024-05-02 10:33:26,216,Menulog,Restaurants
63ca4553-05f6-45a0-9287-2bdd9919656b,31e6d822-f501-ef11-a574-b8cef6052491,5.0,464120833353239,2024-05-02 10:35:02,263,General Pants Co. Online,Fashion & Retail
e7e4adea-aff4-4b67-900b-fd4fd2a46842,f37c0ef9-f401-ef11-a574-b8cef6052491,5.0,384120193626439,2024-05-02 10:36:04,216,Menulog,Restaurants
2ab1e568-070f-49c5-93c5-69b8a848fe4d,c670899a-1402-ef11-a574-b8cef6052491,5.0,384120167545240,2024-05-02 10:36:04,216,Menulog,Restaurants
a647ff90-7d88-4af1-a639-49975bfa951f,a3e90959-db7e-ee11-abb0-043f72dce83d,5.0,464120385966106,2024-05-02 10:36:13,216,Menulog,Restaurants
4698c3d5-12d4-4bdf-98ec-26d3357e8ac3,1639b9c8-2702-ef11-a574-b8cef6052491,5.0,304120286733868,2024-05-02 10:36:22,216,Menulog,Restaurants
4073dc6e-1578-4575-9970-71d886be9cd0,e5f1f6ba-2c02-ef11-a574-b8cef6052491,3.74,384120649954748,2024-05-02 10:36:26,252,Move with us,Health and Wellness
52c5b423-1e42-4bcd-9760-73332df0c06c,a8535b44-0e02-ef11-a574-b8cef6052491,5.0,464120384771184,2024-05-02 10:39:12,216,Menulog,Restaurants
fdbd1969-746e-46e9-a465-b662c552547d,8e518538-0202-ef11-a574-b8cef6052491,5.0,304121144102735,2024-05-02 10:40:03,263,General Pants Co. Online,Fashion & Retail
c3a066a3-5844-42cb-b07e-4277450572a2,b7f8f86c-4302-ef11-a574-b8cef6052491,5.0,304120297918777,2024-05-02 10:40:05,216,Menulog,Restaurants
5233179d-a720-471e-93e6-3bc163fca580,cd75b6d0-f601-ef11-a574-b8cef6052491,15.0,584120849839441,2024-05-02 10:44:09,249,LVLY,Retailers
7b4f3a2f-16f8-4d04-86ef-1854a21f84df,1d69d52e-1b02-ef11-a574-b8cef6052491,5.0,384120321136016,2024-05-02 10:44:09,216,Menulog,Restaurants
712c9fb6-e038-48fd-acb3-5509abc79c8a,0221624d-f601-ef11-a574-b8cef6052491,15.0,464121094274742,2024-05-02 10:44:54,249,LVLY,Retailers
7e2ab7a3-43d4-4426-a20f-b51426ec3d36,8328c2ab-2802-ef11-a574-b8cef6052491,5.0,384120833928040,2024-05-02 10:44:56,216,Menulog,Restaurants
29c2882c-df75-489f-9016-ab21cf726f23,25acec57-1302-ef11-a574-b8cef6052491,5.0,304120433910840,2024-05-02 10:45:46,216,Menulog,Restaurants
b0e98d06-0c90-475a-8dda-c447d5896cd8,1dc6772f-fe01-ef11-a574-b8cef6052491,5.0,464120794152371,2024-05-02 10:45:57,216,Menulog,Restaurants
2642fa1b-2b75-4e92-9b93-c20bca8d86f9,166f8b8f-2a02-ef11-a574-b8cef6052491,5.0,464120141729834,2024-05-02 10:46:04,216,Menulog,Restaurants
455ec142-df45-45e2-bf37-ef8377f9c41c,a7e2b714-1f02-ef11-a574-b8cef6052491,5.0,384120092044658,2024-05-02 10:46:14,216,Menulog,Restaurants
bccd9be5-ca8f-4d8f-ac31-06668f1ff7fe,c788ce30-2b02-ef11-a574-b8cef6052491,5.0,584120600769424,2024-05-02 10:46:30,216,Menulog,Restaurants
5ef1e70e-0eab-4229-9543-b1d5d5368677,4c7f4f5b-0d02-ef11-a574-b8cef6052491,5.0,304120044684866,2024-05-02 10:49:35,216,Menulog,Restaurants
1b28703c-edc2-45ea-9bf0-090f1ca07a5e,f98071bd-0902-ef11-a574-b8cef6052491,5.0,464120294981936,2024-05-02 10:51:02,216,Menulog,Restaurants
2a63caaa-a3a1-4908-973e-ab87f64df092,0a376b67-1e02-ef11-a574-b8cef6052491,5.0,384120288631586,2024-05-02 10:51:11,216,Menulog,Restaurants
2f511372-de9a-4fdc-bfcb-63be5f22a1f7,979066da-fb01-ef11-a574-b8cef6052491,5.0,384120277956589,2024-05-02 10:51:23,216,Menulog,Restaurants
f0dc506a-c3fe-4452-abe5-2f6b25893077,81baa14f-2502-ef11-a574-b8cef6052491,5.0,304120278906158,2024-05-02 10:52:09,216,Menulog,Restaurants
a6fce0b8-5b20-4859-a692-a27afbf6810f,32fbcdf0-1e02-ef11-a574-b8cef6052491,5.0,304120827586838,2024-05-02 10:52:24,216,Menulog,Restaurants
35006afc-62e2-4e64-84ab-db706b3a6722,5023561e-f701-ef11-a574-b8cef6052491,5.0,304120072505917,2024-05-02 10:54:28,216,Menulog,Restaurants
c2d957e0-5149-4099-b151-61c565e93a4f,1eefc25b-3c02-ef11-a574-b8cef6052491,5.0,384120320740200,2024-05-02 10:54:39,216,Menulog,Restaurants
8b098720-7a35-4904-b7f4-1e5fcdd7a667,908656ec-2e02-ef11-a574-b8cef6052491,5.0,464120351353403,2024-05-02 10:56:00,216,Menulog,Restaurants
02649da9-6745-4d48-9f2c-27cab56632c6,9429e471-ef01-ef11-a574-b8cef6052491,5.0,384121115823764,2024-05-02 10:56:17,263,General Pants Co. Online,Fashion & Retail
8dc77b1f-e98d-4fef-9971-7acdef3f260c,114e6a96-0002-ef11-a574-b8cef6052491,5.0,584120376751766,2024-05-02 10:58:46,216,Menulog,Restaurants
d88d7d58-d898-4f25-9c44-f289a148878c,13059ac9-2802-ef11-a574-b8cef6052491,5.0,584120359941863,2024-05-02 10:58:53,216,Menulog,Restaurants
0a122893-f0ea-40f8-9336-acfc9041906f,fa892c3f-f301-ef11-a574-b8cef6052491,5.0,384120259817185,2024-05-02 10:58:54,216,Menulog,Restaurants
081bf687-be3c-44d0-a105-3bacca73f58f,c756b207-1702-ef11-a574-b8cef6052491,5.0,464120832482115,2024-05-02 10:59:44,216,Menulog,Restaurants
2d74cad2-bce3-4863-9bfd-04191f913230,eb412fca-3002-ef11-a574-b8cef6052491,5.0,464120378019065,2024-05-02 10:59:52,216,Menulog,Restaurants
546e218d-5fbc-4ca8-ad85-79f6407b859b,63e15d73-0102-ef11-a574-b8cef6052491,28.87,304121054648923,2024-05-02 11:01:15,250,LSKD,Fashion & Retail
4c1c68a7-ffcf-433b-ac80-f9d29d08a50d,cf41e8d1-0c02-ef11-a574-b8cef6052491,2.31,464121216617564,2024-05-02 11:01:23,209,Sydney Tower Eye Australia,Entertainment
acf9dd3a-5ce0-46b7-b316-49538748928c,070903cd-2502-ef11-a574-b8cef6052491,5.0,304120313496355,2024-05-02 11:01:28,216,Menulog,Restaurants
6e250d2a-246f-4d8e-abe4-0e1a3443ec97,1c36ce74-1902-ef11-a574-b8cef6052491,5.0,464120248586220,2024-05-02 11:01:51,216,Menulog,Restaurants
44291b48-cebb-4371-986f-dfcddf7c6b85,03d3a226-1f02-ef11-a574-b8cef6052491,5.0,384120157684713,2024-05-02 11:03:27,216,Menulog,Restaurants
e37fc779-dadb-491a-b0af-216e00c38fbe,cc38747a-3502-ef11-a574-b8cef6052491,5.0,384120422415618,2024-05-02 11:03:27,216,Menulog,Restaurants
9f2575a5-fd58-419a-9b67-dc5dc0d4503c,374b0253-2902-ef11-a574-b8cef6052491,5.0,304120083585963,2024-05-02 11:07:32,216,Menulog,Restaurants
2f740fbf-b4ae-4478-a43a-0ebd4f9b7073,767fd1ef-1602-ef11-a574-b8cef6052491,5.0,464121010542389,2024-05-02 11:08:53,216,Menulog,Restaurants
a0e829c1-f05b-49d4-bf59-24056b0959ee,b0408482-3002-ef11-a574-b8cef6052491,5.0,304120255860578,2024-05-02 11:09:09,216,Menulog,Restaurants
addf0013-1960-4d23-99c4-322c84148149,d9b464ab-fc01-ef11-a574-b8cef6052491,22.19,464121250835686,2024-05-02 11:09:16,250,LSKD,Fashion & Retail
15c76426-7175-4337-8f5f-ccb742608bf1,8b0494f1-0e02-ef11-a574-b8cef6052491,5.0,584120068808663,2024-05-02 11:09:34,216,Menulog,Restaurants
a9c4f7b8-4e64-4c98-9632-00026360ddbc,5c866fd0-2902-ef11-a574-b8cef6052491,5.0,304120201342314,2024-05-02 11:09:40,216,Menulog,Restaurants
9d9750b0-12ea-470c-ac71-56a26dbb98c2,2550ab03-2002-ef11-a574-b8cef6052491,5.0,464120283235772,2024-05-02 11:10:27,216,Menulog,Restaurants
d507d612-ca29-434e-b853-163feb22db35,be91d08a-4302-ef11-a574-b8cef6052491,5.0,384120305701243,2024-05-02 11:10:46,216,Menulog,Restaurants
dddd4df7-14b9-4483-a88f-8a95416ba94a,b9c0abca-d801-ef11-a574-b8cef6052491,5.0,584120110462645,2024-05-02 11:10:47,216,Menulog,Restaurants
cece5fcc-6d1c-4914-ac3a-62d7c5c7defe,d07ff384-3302-ef11-a574-b8cef6052491,5.0,304120272421434,2024-05-02 11:10:57,216,Menulog,Restaurants
b93ead24-464d-4886-b26d-1512acec47bc,353512fa-0a02-ef11-a574-b8cef6052491,5.0,384120285862659,2024-05-02 11:12:38,216,Menulog,Restaurants
76b84a7c-0f99-4401-8e2f-e643c81cb0d1,3e0ea331-1e02-ef11-a574-b8cef6052491,5.0,304120254374306,2024-05-02 11:13:44,216,Menulog,Restaurants
4f7938c9-7efe-4e9a-a8c7-95de4923a1db,8b446c38-2d02-ef11-a574-b8cef6052491,5.0,384120101149493,2024-05-02 11:13:44,216,Menulog,Restaurants
f24a8eed-f6f1-458e-974e-ffd757741587,3629e713-2502-ef11-a574-b8cef6052491,5.0,304120328787807,2024-05-02 11:15:29,216,Menulog,Restaurants
904c8b93-0240-43dd-9974-79c10b84dfc5,f42c65ac-0a02-ef11-a574-b8cef6052491,5.0,304120268047403,2024-05-02 11:16:12,216,Menulog,Restaurants
db15e0e8-5e61-47b7-a8ed-4a9352b1d179,186f0d9c-3202-ef11-a574-b8cef6052491,5.0,464120272303812,2024-05-02 11:16:26,216,Menulog,Restaurants
a40db4c5-a3e3-4ec7-a17e-e16ea7dc3bb0,dcc8759f-fc01-ef11-a574-b8cef6052491,5.0,584120371568363,2024-05-02 11:17:57,216,Menulog,Restaurants
35b0ff03-4978-4cf5-9ca8-b0c772795c99,4a39683f-2002-ef11-a574-b8cef6052491,5.0,584120445939963,2024-05-02 11:17:57,216,Menulog,Restaurants
5594a3e1-e27a-4de0-9203-bf5272b8a721,57c394f1-fa01-ef11-a574-b8cef6052491,48.52,304120570343710,2024-05-02 11:18:27,250,LSKD,Fashion & Retail
20c3a2eb-4314-45ff-b430-a37dfe4c80a2,c38c0860-f701-ef11-a574-b8cef6052491,5.0,384120047624577,2024-05-02 11:21:07,216,Menulog,Restaurants
8447e153-f79f-4ec1-a4a3-c0c7f930ace3,bc1af1cf-fd01-ef11-a574-b8cef6052491,5.0,304120286745579,2024-05-02 11:21:08,216,Menulog,Restaurants
